Sp_pepid	domain_id	SourceDB	start	end	score	evalue
VVIa_GSVIVP00027865001	DUF822	PFAM	2	138	299.6	6.7e-87
VVIa_GSVIVP00027915001	zf-B_box	PFAM	1	47	49.6	1.2e-11
VVIa_GSVIVP00027915001	zf-B_box	PFAM	52	99	56.2	1.2e-13
VVIa_GSVIVP00027919001	SRF-TF	PFAM	30	80	78.6	2.2e-20
VVIa_GSVIVP00027927001	PHD	PFAM	150	201	59.6	1.2e-14
VVIa_GSVIVP00027952001	FHA	PFAM	67	154	46.8	8.4e-11
VVIa_GSVIVP00027952001	HIRAN	PFAM	590	716	57.5	5.2e-14
VVIa_GSVIVP00027989001	Helicase_C	PFAM	287	379	44.9	3.2e-10
VVIa_GSVIVP00027989001	zf-CCCH	PFAM	706	731	28.7	2.4e-05
VVIa_GSVIVP00027989001	zf-CCCH	PFAM	736	762	17	0.0085
VVIa_GSVIVP00028041001	AP2	PFAM	73	124	76.7	8.4e-20
VVIa_GSVIVP00028060001	Response_reg	PFAM	26	137	84	5.3e-22
VVIa_GSVIVP00028060001	Myb_DNA-binding	PFAM	193	243	43.9	6.3e-10
VVIa_GSVIVP00028067001	GATA	PFAM	17	52	70.1	8.2e-18
VVIa_GSVIVP00028073001	FAR1	PFAM	59	153	79.9	9e-21
VVIa_GSVIVP00028082001	Myb_DNA-binding	PFAM	14	61	43.9	6.3e-10
VVIa_GSVIVP00028082001	Myb_DNA-binding	PFAM	67	112	54.9	3.1e-13
VVIa_GSVIVP00028092001	BRCT	PFAM	102	179	32	2.4e-06
VVIa_GSVIVP00028092001	PHD	PFAM	1174	1228	43.4	8.6e-10
VVIa_GSVIVP00028102001	HisKA	PFAM	384	450	31	4.8e-06
VVIa_GSVIVP00028102001	HATPase_c	PFAM	500	656	107.8	3.8e-29
VVIa_GSVIVP00028102001	Response_reg	PFAM	915	1042	97.3	5.3e-26
VVIa_GSVIVP00028111001	bZIP_2	PFAM	21	75	35.1	2.8e-07
VVIa_GSVIVP00028111001	bZIP_1	PFAM	23	84	51.3	3.8e-12
VVIa_GSVIVP00028115001	SET	PFAM	705	852	150.3	5.8e-42
VVIa_GSVIVP00028116001	GRAS	PFAM	193	580	268.6	1.5e-77
VVIa_GSVIVP00028119001	WRKY	PFAM	45	105	131	3.9e-36
VVIa_GSVIVP00028138001	WRKY	PFAM	9	68	152.2	1.6e-42
VVIa_GSVIVP00028159001	Myb_DNA-binding	PFAM	127	173	33.1	1.1e-06
VVIa_GSVIVP00028163001	Myb_DNA-binding	PFAM	20	67	46.8	8.6e-11
VVIa_GSVIVP00028163001	Myb_DNA-binding	PFAM	73	118	48.5	2.6e-11
VVIa_GSVIVP00028179001	PP2C	PFAM	84	348	254.5	2.6e-73
VVIa_GSVIVP00028195001	SBP	PFAM	98	176	174.4	3.2e-49
VVIa_GSVIVP00028224001	Myb_DNA-binding	PFAM	14	61	51.6	3e-12
VVIa_GSVIVP00028224001	Myb_DNA-binding	PFAM	67	112	36.1	1.4e-07
VVIa_GSVIVP00028227001	HLH	PFAM	382	431	57.2	6.3e-14
VVIa_GSVIVP00028230001	AUX_IAA	PFAM	1	172	41.2	2.6e-12
VVIa_GSVIVP00028232001	WRKY	PFAM	260	320	144.9	2.4e-40
VVIa_GSVIVP00028247001	Myb_DNA-binding	PFAM	8	57	22.2	0.0022
VVIa_GSVIVP00028314001	tify	PFAM	39	73	50	9e-12
VVIa_GSVIVP00028314001	CCT_2	PFAM	101	127	33.8	7.1e-07
VVIa_GSVIVP00028317001	tify	PFAM	39	73	51.7	2.9e-12
VVIa_GSVIVP00028317001	CCT_2	PFAM	101	127	33.8	7.1e-07
VVIa_GSVIVP00028330001	TCP	PFAM	70	340	151.7	2.2e-42
VVIa_GSVIVP00028336001	SRF-TF	PFAM	15	65	71.9	2.3e-18
VVIa_GSVIVP00028344001	mTERF	PFAM	21	296	244.2	3.1e-70
VVIa_GSVIVP00028351001	B3	PFAM	126	231	112.5	1.4e-30
VVIa_GSVIVP00028351001	Auxin_resp	PFAM	253	336	197.9	2.8e-56
VVIa_GSVIVP00028411001	zf-CCCH	PFAM	60	85	15.2	0.015
VVIa_GSVIVP00028411001	zf-CCCH	PFAM	88	113	11.2	0.051
VVIa_GSVIVP00028411001	zf-CCCH	PFAM	114	139	16.3	0.011
VVIa_GSVIVP00028411001	YTH	PFAM	283	375	127.9	3.1e-35
VVIa_GSVIVP00028421001	Homeobox	PFAM	15	75	66.6	9.1e-17
VVIa_GSVIVP00028421001	START	PFAM	165	375	249.4	9e-72
VVIa_GSVIVP00028421001	MEKHLA	PFAM	696	845	321	2.4e-93
VVIa_GSVIVP00028437001	Response_reg	PFAM	29	140	56.7	9.1e-14
VVIa_GSVIVP00028503001	AUX_IAA	PFAM	40	256	141	3.8e-39
VVIa_GSVIVP00028515001	WIYLD	PFAM	1	61	105	2.5e-28
VVIa_GSVIVP00028515001	Pre-SET	PFAM	278	426	13.4	3.3e-05
VVIa_GSVIVP00028515001	SET	PFAM	428	570	139.7	8.8e-39
VVIa_GSVIVP00028522001	Myb_DNA-binding	PFAM	48	99	48.8	2.1e-11
VVIa_GSVIVP00028545001	mTERF	PFAM	97	409	179.4	9.9e-51
VVIa_GSVIVP00028545001	mTERF	PFAM	478	864	189.6	8.6e-54
VVIa_GSVIVP00028562001	GRAS	PFAM	125	482	481.3	1.4e-141
VVIa_GSVIVP00028565001	SNF2_N	PFAM	360	644	352	1.1e-102
VVIa_GSVIVP00028565001	Helicase_C	PFAM	697	775	88.2	2.8e-23
VVIa_GSVIVP00028570001	NAM	PFAM	10	138	272.1	1.3e-78
VVIa_GSVIVP00028571001	JmjN	PFAM	142	175	70.2	7.4e-18
VVIa_GSVIVP00028571001	JmjC	PFAM	380	496	178.5	1.9e-50
VVIa_GSVIVP00028571001	zf-C5HC2	PFAM	603	656	70.7	5.5e-18
VVIa_GSVIVP00028596001	Myb_DNA-binding	PFAM	14	61	54.5	4.2e-13
VVIa_GSVIVP00028596001	Myb_DNA-binding	PFAM	67	112	44.2	5.2e-10
VVIa_GSVIVP00028614001	GRAS	PFAM	49	473	556.4	3.2e-164
VVIa_GSVIVP00028699001	Acetyltransf_1	PFAM	47	129	75.7	1.7e-19
VVIa_GSVIVP00028718001	Sigma70_r2	PFAM	119	189	92.3	1.6e-24
VVIa_GSVIVP00028718001	Sigma70_r3	PFAM	193	275	51.8	2.6e-12
VVIa_GSVIVP00028718001	Sigma70_r4	PFAM	287	340	76.8	8.1e-20
VVIa_GSVIVP00028796001	CBFB_NFYA	PFAM	63	119	140.4	5.6e-39
VVIa_GSVIVP00028802001	Ank	PFAM	57	90	20.4	0.0076
VVIa_GSVIVP00028802001	Ank	PFAM	92	127	36	1.5e-07
VVIa_GSVIVP00028802001	zf-CCCH	PFAM	280	305	27.5	5.4e-05
VVIa_GSVIVP00028808001	Myb_DNA-binding	PFAM	42	87	48.2	3.2e-11
VVIa_GSVIVP00028820001	zf-C2H2	PFAM	124	146	17.7	0.048
VVIa_GSVIVP00028835001	FYRC	PFAM	179	239	96.6	8.9e-26
VVIa_GSVIVP00028835001	PHD	PFAM	825	873	67.4	5.3e-17
VVIa_GSVIVP00028884001	Acetyltransf_1	PFAM	174	265	37.2	6.5e-08
VVIa_GSVIVP00028919001	Response_reg	PFAM	32	154	88.9	1.7e-23
VVIa_GSVIVP00028927001	PAH	PFAM	60	106	76.7	8.7e-20
VVIa_GSVIVP00028927001	PAH	PFAM	146	192	73.1	1e-18
VVIa_GSVIVP00028927001	PAH	PFAM	320	366	54.4	4.3e-13
VVIa_GSVIVP00028927001	HDAC_interact	PFAM	446	546	237.2	4.2e-68
VVIa_GSVIVP00028932001	Myb_DNA-binding	PFAM	85	132	47.2	6.5e-11
VVIa_GSVIVP00028942001	HLH	PFAM	72	122	39.3	1.6e-08
VVIa_GSVIVP00028981001	Homeobox	PFAM	86	140	65.6	1.8e-16
VVIa_GSVIVP00028981001	HALZ	PFAM	141	185	58.7	2.2e-14
VVIa_GSVIVP00028999001	AP2	PFAM	74	134	62.2	1.9e-15
VVIa_GSVIVP00028999001	AP2	PFAM	176	228	60	9.3e-15
VVIa_GSVIVP00029003001	Whirly	PFAM	92	230	395.3	1.1e-115
VVIa_GSVIVP00029005001	WRKY	PFAM	206	266	141.3	3.1e-39
VVIa_GSVIVP00029061001	zf-B_box	PFAM	1	47	36	1.5e-07
VVIa_GSVIVP00029061001	CCT	PFAM	348	392	81.7	2.6e-21
VVIa_GSVIVP00029072001	SET	PFAM	1	221	152.1	1.7e-42
VVIa_GSVIVP00029072001	Rubis-subs-bind	PFAM	246	381	132.7	1.1e-36
VVIa_GSVIVP00029096001	CBFD_NFYB_HMF	PFAM	27	92	130.9	4.1e-36
VVIa_GSVIVP00029103001	FAR1	PFAM	71	163	110	7.8e-30
VVIa_GSVIVP00029103001	MULE	PFAM	294	390	108.4	2.4e-29
VVIa_GSVIVP00029103001	SWIM	PFAM	565	601	30.9	5.2e-06
VVIa_GSVIVP00029107001	ZZ	PFAM	45	90	38.8	2.2e-08
VVIa_GSVIVP00029107001	Myb_DNA-binding	PFAM	106	152	46.6	9.9e-11
VVIa_GSVIVP00029107001	SWIRM	PFAM	474	560	50.4	7.1e-12
VVIa_GSVIVP00029130001	CHASE	PFAM	131	343	291.6	1.7e-84
VVIa_GSVIVP00029130001	HisKA	PFAM	404	469	88.6	2.3e-23
VVIa_GSVIVP00029130001	HATPase_c	PFAM	516	632	152.6	1.2e-42
VVIa_GSVIVP00029130001	Response_reg	PFAM	814	930	91.5	2.9e-24
VVIa_GSVIVP00029141001	zf-CCCH	PFAM	167	192	11	0.054
VVIa_GSVIVP00029142001	GRAS	PFAM	170	540	696.5	2.2e-206
VVIa_GSVIVP00029143001	WRKY	PFAM	47	105	136.9	6.4e-38
VVIa_GSVIVP00029143001	WRKY	PFAM	222	281	153.4	6.8e-43
VVIa_GSVIVP00029152001	Acetyltransf_1	PFAM	78	159	38.4	2.8e-08
VVIa_GSVIVP00029206001	FAR1	PFAM	63	154	84.3	4.2e-22
VVIa_GSVIVP00029206001	MULE	PFAM	158	286	85.7	1.7e-22
VVIa_GSVIVP00029206001	SWIM	PFAM	467	503	12.2	0.03
VVIa_GSVIVP00029213001	Myb_DNA-binding	PFAM	14	61	47.3	6.1e-11
VVIa_GSVIVP00029213001	Myb_DNA-binding	PFAM	67	112	48.9	2e-11
VVIa_GSVIVP00029219001	Myb_DNA-binding	PFAM	14	61	49.5	1.3e-11
VVIa_GSVIVP00029219001	Myb_DNA-binding	PFAM	67	112	49.6	1.2e-11
VVIa_GSVIVP00029221001	Myb_DNA-binding	PFAM	14	61	43.3	9.3e-10
VVIa_GSVIVP00029221001	Myb_DNA-binding	PFAM	67	112	48.9	2e-11
VVIa_GSVIVP00029230001	zf-B_box	PFAM	1	45	38.5	2.6e-08
VVIa_GSVIVP00029241001	Acetyltransf_1	PFAM	132	206	49.7	1.1e-11
VVIa_GSVIVP00029300001	PHD	PFAM	186	236	52.1	2.2e-12
VVIa_GSVIVP00029322001	HLH	PFAM	64	113	51.6	3.1e-12
VVIa_GSVIVP00029323001	Myb_DNA-binding	PFAM	11	57	56.7	8.8e-14
VVIa_GSVIVP00029323001	Myb_DNA-binding	PFAM	63	108	44.3	4.8e-10
VVIa_GSVIVP00029332001	DUF260	PFAM	11	111	214.4	3e-61
VVIa_GSVIVP00029335001	Myb_DNA-binding	PFAM	72	123	40.4	7e-09
VVIa_GSVIVP00029359001	DUF260	PFAM	6	106	239.3	9.4e-69
VVIa_GSVIVP00029366001	ResIII	PFAM	634	847	2.7	3.2e-05
VVIa_GSVIVP00029366001	SNF2_N	PFAM	640	991	12.4	1.9e-09
VVIa_GSVIVP00029366001	Helicase_C	PFAM	1060	1139	54.4	4.4e-13
VVIa_GSVIVP00029367001	AP2	PFAM	74	125	81.7	2.7e-21
VVIa_GSVIVP00029399001	BTB	PFAM	100	212	77.1	6.3e-20
VVIa_GSVIVP00029404001	DUF260	PFAM	18	118	233.1	6.8e-67
VVIa_GSVIVP00029442001	bZIP_1	PFAM	154	217	32.3	1.9e-06
VVIa_GSVIVP00029442001	bZIP_2	PFAM	154	208	30.2	8.7e-06
VVIa_GSVIVP00029458001	Response_reg	PFAM	23	146	69.8	9.8e-18
VVIa_GSVIVP00029465001	WRKY	PFAM	162	224	125.9	1.3e-34
VVIa_GSVIVP00029466001	WRKY	PFAM	110	172	106.8	7.5e-29
VVIa_GSVIVP00029471001	PHD	PFAM	50	101	27.8	2.3e-05
VVIa_GSVIVP00029471001	SNF2_N	PFAM	90	390	1.9	7.8e-09
VVIa_GSVIVP00029471001	zf-C3HC4	PFAM	926	975	21.6	0.00035
VVIa_GSVIVP00029471001	Helicase_C	PFAM	1042	1117	16.9	0.0017
VVIa_GSVIVP00029486001	Response_reg	PFAM	91	205	81.4	3.3e-21
VVIa_GSVIVP00029486001	CCT	PFAM	657	701	79.6	1.2e-20
VVIa_GSVIVP00029499001	SET	PFAM	3	225	23.6	1.7e-05
VVIa_GSVIVP00029575001	tify	PFAM	80	115	55.8	1.7e-13
VVIa_GSVIVP00029575001	CCT_2	PFAM	144	170	35.6	1.9e-07
VVIa_GSVIVP00029575001	CCT	PFAM	146	190	80	8.8e-21
VVIa_GSVIVP00029575001	GATA	PFAM	220	257	60.2	7.7e-15
VVIa_GSVIVP00029583001	zf-B_box	PFAM	1	47	45.8	1.7e-10
VVIa_GSVIVP00029636001	mTERF	PFAM	225	575	297.3	3.4e-86
VVIa_GSVIVP00029711001	Myb_DNA-binding	PFAM	238	289	41.9	2.5e-09
VVIa_GSVIVP00029724001	zf-TAZ	PFAM	320	399	93.2	9.4e-25
VVIa_GSVIVP00029724001	DUF906	PFAM	765	1026	620	2.4e-183
VVIa_GSVIVP00029724001	ZZ	PFAM	1209	1255	34.1	5.7e-07
VVIa_GSVIVP00029724001	zf-TAZ	PFAM	1271	1350	44.1	5.5e-10
VVIa_GSVIVP00029726001	AP2	PFAM	33	84	76.3	1.1e-19
VVIa_GSVIVP00029729001	zf-C2H2	PFAM	6	28	24.5	0.00043
VVIa_GSVIVP00029729001	zf-C2H2	PFAM	82	104	21	0.0051
VVIa_GSVIVP00029730001	FAR1	PFAM	11	97	139.3	1.2e-38
VVIa_GSVIVP00029730001	MULE	PFAM	210	306	126.7	7.3e-35
VVIa_GSVIVP00029730001	SWIM	PFAM	490	526	46.6	9.6e-11
VVIa_GSVIVP00029867001	WRKY	PFAM	193	253	139.2	1.3e-38
VVIa_GSVIVP00029905001	NAM	PFAM	7	136	315.8	8.9e-92
VVIa_GSVIVP00030005001	SRF-TF	PFAM	9	59	119	1.5e-32
VVIa_GSVIVP00030005001	K-box	PFAM	75	174	172.5	1.3e-48
VVIa_GSVIVP00030008001	SRF-TF	PFAM	9	59	121.8	2.3e-33
VVIa_GSVIVP00030008001	K-box	PFAM	75	173	153.1	8.5e-43
VVIa_GSVIVP00030009001	SBP	PFAM	180	258	189.9	7.1e-54
VVIa_GSVIVP00030010001	YABBY	PFAM	1	154	188.6	1.8e-53
VVIa_GSVIVP00030062001	zf-C2H2	PFAM	10	32	20.8	0.0057
VVIa_GSVIVP00030062001	zf-C2H2	PFAM	453	475	20.4	0.0073
VVIa_GSVIVP00030063001	WRKY	PFAM	161	220	143.8	5.4e-40
VVIa_GSVIVP00030071001	DnaJ	PFAM	97	176	81.3	3.4e-21
VVIa_GSVIVP00030071001	Myb_DNA-binding	PFAM	590	639	35	3e-07
VVIa_GSVIVP00030097001	SET	PFAM	83	330	36.1	1.4e-07
VVIa_GSVIVP00030107001	Myb_DNA-binding	PFAM	18	65	55.5	2.1e-13
VVIa_GSVIVP00030107001	Myb_DNA-binding	PFAM	71	120	41.7	2.9e-09
VVIa_GSVIVP00030113001	zf-C2H2	PFAM	36	59	18	0.039
VVIa_GSVIVP00030128001	PLATZ	PFAM	45	155	264.7	2.1e-76
VVIa_GSVIVP00030134001	FAR1	PFAM	151	259	133.9	5.1e-37
VVIa_GSVIVP00030134001	MULE	PFAM	378	474	147	5.7e-41
VVIa_GSVIVP00030134001	SWIM	PFAM	658	694	35.1	2.8e-07
VVIa_GSVIVP00030136001	PHD	PFAM	77	122	64.5	4e-16
VVIa_GSVIVP00030136001	Chromo	PFAM	206	261	29.3	1.6e-05
VVIa_GSVIVP00030136001	SNF2_N	PFAM	305	580	350.1	4.2e-102
VVIa_GSVIVP00030136001	Helicase_C	PFAM	632	708	81.6	2.9e-21
VVIa_GSVIVP00030142001	SRF-TF	PFAM	9	59	111.1	3.8e-30
VVIa_GSVIVP00030142001	K-box	PFAM	71	171	76.3	1.1e-19
VVIa_GSVIVP00030249001	HMG_box	PFAM	87	145	46.7	9.1e-11
VVIa_GSVIVP00030278001	TCP	PFAM	49	212	210.6	4.2e-60
VVIa_GSVIVP00030280001	HLH	PFAM	159	208	52.3	1.9e-12
VVIa_GSVIVP00030284001	NAM	PFAM	55	195	126.5	8.4e-35
VVIa_GSVIVP00030292001	AP2	PFAM	61	110	54.4	4.3e-13
VVIa_GSVIVP00030292001	B3	PFAM	158	264	122.2	1.7e-33
VVIa_GSVIVP00030295001	zf-C2H2	PFAM	109	131	21.9	0.0027
VVIa_GSVIVP00030295001	zf-C2H2	PFAM	194	216	23.3	0.001
VVIa_GSVIVP00030296001	Myb_DNA-binding	PFAM	190	241	36.3	1.3e-07
VVIa_GSVIVP00030332001	AP2	PFAM	105	156	78.6	2.3e-20
VVIa_GSVIVP00030338001	zf-B_box	PFAM	14	61	53.8	6.6e-13
VVIa_GSVIVP00030338001	CCT	PFAM	376	420	87.6	4.3e-23
VVIa_GSVIVP00030342001	DUF260	PFAM	4	109	148	2.8e-41
VVIa_GSVIVP00030359001	HLH	PFAM	147	197	25.1	0.00029
VVIa_GSVIVP00030360001	Myb_DNA-binding	PFAM	19	66	48.7	2.3e-11
VVIa_GSVIVP00030360001	Myb_DNA-binding	PFAM	72	117	50.5	6.5e-12
VVIa_GSVIVP00030418001	zf-CCCH	PFAM	268	294	52	2.2e-12
VVIa_GSVIVP00030418001	zf-CCCH	PFAM	306	332	25.2	0.00028
VVIa_GSVIVP00030469001	Myb_DNA-binding	PFAM	13	60	46.1	1.4e-10
VVIa_GSVIVP00030469001	Myb_DNA-binding	PFAM	66	111	48.2	3.3e-11
VVIa_GSVIVP00030483001	Homeobox	PFAM	77	131	66.2	1.2e-16
VVIa_GSVIVP00030483001	HALZ	PFAM	132	176	47.3	5.8e-11
VVIa_GSVIVP00030507001	Homeobox	PFAM	22	83	67.9	3.8e-17
VVIa_GSVIVP00030538001	GRAS	PFAM	149	506	668.3	6.9e-198
VVIa_GSVIVP00030572001	tify	PFAM	189	224	74.4	4e-19
VVIa_GSVIVP00030572001	CCT_2	PFAM	325	351	53.5	8.4e-13
VVIa_GSVIVP00030573001	zf-C2H2	PFAM	123	145	22.8	0.0014
VVIa_GSVIVP00030573001	PUB	PFAM	179	266	91.7	2.5e-24
VVIa_GSVIVP00030573001	UBX	PFAM	356	443	17.5	0.002
VVIa_GSVIVP00030583001	SET	PFAM	38	281	90.3	6.9e-24
VVIa_GSVIVP00030597001	Response_reg	PFAM	35	146	95.4	1.9e-25
VVIa_GSVIVP00030597001	Myb_DNA-binding	PFAM	221	271	48.8	2.2e-11
VVIa_GSVIVP00030611001	HSF_DNA-bind	PFAM	12	186	230.4	4.5e-66
VVIa_GSVIVP00030632001	CHASE	PFAM	106	318	331.5	1.6e-96
VVIa_GSVIVP00030632001	HisKA	PFAM	379	444	94.2	4.6e-25
VVIa_GSVIVP00030632001	HATPase_c	PFAM	491	606	121.6	2.6e-33
VVIa_GSVIVP00030632001	Response_reg	PFAM	762	875	124.1	4.7e-34
VVIa_GSVIVP00030652001	DUF1004	PFAM	1	162	234.7	2.3e-67
VVIa_GSVIVP00030655001	PHD	PFAM	590	638	37.1	6.8e-08
VVIa_GSVIVP00030657001	zf-C2H2	PFAM	58	80	27.3	6.1e-05
VVIa_GSVIVP00030657001	zf-C2H2	PFAM	135	157	23.7	0.00075
VVIa_GSVIVP00030688001	Myb_DNA-binding	PFAM	20	71	45.7	1.9e-10
VVIa_GSVIVP00030811001	Myb_DNA-binding	PFAM	70	115	49.8	1e-11
VVIa_GSVIVP00030866001	zf-C2H2	PFAM	16	38	20.8	0.0057
VVIa_GSVIVP00030891001	bZIP_2	PFAM	43	93	22	0.0025
VVIa_GSVIVP00030933001	F-box	PFAM	235	282	18.8	0.023
VVIa_GSVIVP00030933001	SNF2_N	PFAM	285	939	-15.4	7.6e-08
VVIa_GSVIVP00030933001	Helicase_C	PFAM	1144	1221	37.5	5.4e-08
VVIa_GSVIVP00030937001	Response_reg	PFAM	11	140	73.6	7.3e-19
VVIa_GSVIVP00030939001	Response_reg	PFAM	11	128	73.9	6.1e-19
VVIa_GSVIVP00030940001	Response_reg	PFAM	11	132	35.1	2.9e-07
VVIa_GSVIVP00030941001	Response_reg	PFAM	11	123	50.8	5.2e-12
VVIa_GSVIVP00030942001	Response_reg	PFAM	11	134	79.3	1.4e-20
VVIa_GSVIVP00030944001	Response_reg	PFAM	11	134	78.7	2e-20
VVIa_GSVIVP00030974001	B3	PFAM	110	202	63.6	7.6e-16
VVIa_GSVIVP00031089001	Acetyltransf_1	PFAM	60	141	29.9	1e-05
VVIa_GSVIVP00031090001	Acetyltransf_1	PFAM	73	154	40.9	4.9e-09
VVIa_GSVIVP00031117001	DUF573	PFAM	124	224	189.2	1.2e-53
VVIa_GSVIVP00031137001	CXC	PFAM	485	526	81.2	3.8e-21
VVIa_GSVIVP00031137001	CXC	PFAM	571	612	87.5	4.6e-23
VVIa_GSVIVP00031187001	bZIP_1	PFAM	1	55	35.4	2.3e-07
VVIa_GSVIVP00031187001	bZIP_2	PFAM	1	49	17.1	0.0081
VVIa_GSVIVP00031190001	HLH	PFAM	70	119	39.9	1e-08
VVIa_GSVIVP00031196001	AUX_IAA	PFAM	11	199	347.7	2.2e-101
VVIa_GSVIVP00031221001	SWIRM	PFAM	116	208	90.9	4.5e-24
VVIa_GSVIVP00031221001	DAO	PFAM	228	565	-31.6	0.0013
VVIa_GSVIVP00031221001	Amino_oxidase	PFAM	236	667	329.5	6.8e-96
VVIa_GSVIVP00031317001	Plant_zn_clust	PFAM	82	129	89.7	1e-23
VVIa_GSVIVP00031317001	WRKY	PFAM	131	191	141.8	2.1e-39
VVIa_GSVIVP00031356001	AP2	PFAM	25	85	59.5	1.2e-14
VVIa_GSVIVP00031356001	AP2	PFAM	127	179	59.2	1.6e-14
VVIa_GSVIVP00031366001	SET	PFAM	157	387	41.5	3.2e-09
VVIa_GSVIVP00031384001	FAR1	PFAM	63	154	73.2	9.3e-19
VVIa_GSVIVP00031386001	zf-C2H2	PFAM	44	66	20.6	0.0067
VVIa_GSVIVP00031391001	Response_reg	PFAM	21	132	97.2	5.9e-26
VVIa_GSVIVP00031391001	Myb_DNA-binding	PFAM	189	240	30.4	7.1e-06
VVIa_GSVIVP00031433001	Myb_DNA-binding	PFAM	14	62	49.3	1.5e-11
VVIa_GSVIVP00031433001	Myb_DNA-binding	PFAM	68	115	25.8	0.00018
VVIa_GSVIVP00031464001	zf-B_box	PFAM	1	44	53.9	6e-13
VVIa_GSVIVP00031464001	CCT	PFAM	223	267	92.6	1.4e-24
VVIa_GSVIVP00031504001	WRKY	PFAM	63	123	140.9	3.9e-39
VVIa_GSVIVP00031514001	bZIP_1	PFAM	192	256	52.9	1.2e-12
VVIa_GSVIVP00031514001	bZIP_2	PFAM	192	246	45.2	2.5e-10
VVIa_GSVIVP00031520001	F-box	PFAM	51	106	30.4	7.2e-06
VVIa_GSVIVP00031520001	Tub	PFAM	117	290	174.5	3e-49
VVIa_GSVIVP00031526001	NAM	PFAM	8	127	166.7	6.8e-47
VVIa_GSVIVP00031646001	HLH	PFAM	328	378	32.1	2.2e-06
VVIa_GSVIVP00031685001	AP2	PFAM	264	315	72	2.2e-18
VVIa_GSVIVP00031686001	ARID	PFAM	32	138	43.3	9.5e-10
VVIa_GSVIVP00031686001	HMG_box	PFAM	269	336	70.1	8.3e-18
VVIa_GSVIVP00031697001	Myb_DNA-binding	PFAM	43	94	49.1	1.7e-11
VVIa_GSVIVP00031699001	HLH	PFAM	196	247	58.2	3.1e-14
VVIa_GSVIVP00031726001	SET	PFAM	95	224	167.6	3.6e-47
VVIa_GSVIVP00031728001	SET	PFAM	61	191	185.8	1.2e-52
VVIa_GSVIVP00031728001	SET	PFAM	357	486	186.9	5.6e-53
VVIa_GSVIVP00031737001	AP2	PFAM	142	193	81.8	2.5e-21
VVIa_GSVIVP00031758001	bZIP_1	PFAM	191	254	43.6	7.7e-10
VVIa_GSVIVP00031758001	bZIP_2	PFAM	191	245	38.7	2.4e-08
VVIa_GSVIVP00031770001	F-box	PFAM	51	106	29	1.9e-05
VVIa_GSVIVP00031770001	Tub	PFAM	119	336	363.8	3.1e-106
VVIa_GSVIVP00031789001	FHA	PFAM	48	116	63.3	9.1e-16
VVIa_GSVIVP00031791001	zf-C2H2	PFAM	273	295	28.3	3e-05
VVIa_GSVIVP00031817001	NAM	PFAM	7	136	295.4	1.2e-85
VVIa_GSVIVP00031869001	SRF-TF	PFAM	9	59	102.3	1.7e-27
VVIa_GSVIVP00031869001	K-box	PFAM	71	171	81.9	2.3e-21
VVIa_GSVIVP00031870001	AT_hook	PFAM	79	91	12.3	0.2
VVIa_GSVIVP00031870001	JmjC	PFAM	881	999	46.7	9e-11
VVIa_GSVIVP00031933001	BTB	PFAM	52	164	19	0.0004
VVIa_GSVIVP00031933001	Ank	PFAM	296	329	16.5	0.11
VVIa_GSVIVP00031933001	Ank	PFAM	330	362	24.2	0.00052
VVIa_GSVIVP00031934001	mTERF	PFAM	239	561	-37.4	1.3e-05
VVIa_GSVIVP00031947001	zf-B_box	PFAM	1	47	46.5	1.1e-10
VVIa_GSVIVP00031947001	zf-B_box	PFAM	57	104	43.6	7.9e-10
VVIa_GSVIVP00031969001	NAM	PFAM	8	137	304.2	2.9e-88
VVIa_GSVIVP00031975001	AP2	PFAM	286	337	72.9	1.2e-18
VVIa_GSVIVP00031984001	B3	PFAM	150	252	93.3	8.8e-25
VVIa_GSVIVP00031985001	Auxin_resp	PFAM	9	91	176.9	5.8e-50
VVIa_GSVIVP00031986001	Whirly	PFAM	62	199	264	3.5e-76
VVIa_GSVIVP00032097001	AUX_IAA	PFAM	114	303	92.8	1.2e-24
VVIa_GSVIVP00032140001	Sigma70_r2	PFAM	327	397	66.9	7.3e-17
VVIa_GSVIVP00032140001	Sigma70_r3	PFAM	401	483	38.6	2.5e-08
VVIa_GSVIVP00032140001	Sigma70_r4	PFAM	495	548	78.1	3.2e-20
VVIa_GSVIVP00032141001	zf-CCCH	PFAM	132	157	30	9.7e-06
VVIa_GSVIVP00032142001	Myb_DNA-binding	PFAM	14	62	45.7	1.9e-10
VVIa_GSVIVP00032172001	POX	PFAM	299	445	111.5	2.9e-30
VVIa_GSVIVP00032172001	Homeobox	PFAM	490	548	-2.7	0.022
VVIa_GSVIVP00032174001	zf-CCHC	PFAM	3	20	17.9	0.00064
VVIa_GSVIVP00032174001	Myb_DNA-binding	PFAM	105	152	44	5.9e-10
VVIa_GSVIVP00032192001	HSF_DNA-bind	PFAM	27	194	287.6	2.7e-83
VVIa_GSVIVP00032197001	zf-C2H2	PFAM	70	92	25.6	0.0002
VVIa_GSVIVP00032197001	zf-C2H2	PFAM	146	168	20.7	0.0061
VVIa_GSVIVP00032230001	WRKY	PFAM	103	162	138.2	2.7e-38
VVIa_GSVIVP00032250001	PHD	PFAM	199	249	54.4	4.5e-13
VVIa_GSVIVP00032264001	Myb_DNA-binding	PFAM	14	61	41.3	3.8e-09
